label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
a,0.0,0.0,0.0,-0.14927978339569858,-0.13164295031585704,-0.0471834402866219,-0.2764204014174422,-0.4330645333177837,-0.0666962139782892,-0.3386422827213851,-0.7057768435704119,-0.0908218579766694,-0.38425999406503886,-0.9173751695106096,-0.1037644222579046,-0.17302906246702565,-0.7268030101984267,-0.012321022299891123,-0.22098677850816995,-0.929037916179044,-0.09829938890329018,-0.21263949198379625,-0.6628623818394986,-0.1315726146372643,-0.18115377645156827,-0.5482352110311549,-0.14099117605928385,-0.05066667961884377,-0.7189540630465476,-0.029929644803478674,-0.10781381178188887,-0.9083401664893862,-0.11312657528180221,-0.11574166606891587,-0.5859371762516234,-0.11555915131338276,-0.08012665852632558,-0.5165658323395309,-0.0968095575694744,0.07225295085962423,-0.6587906376190804,-0.06301503456808112,0.017830427654523463,-0.8412210770986284,-0.15628194185679,-0.006848323050132397,-0.5299759639111379,-0.11594305833406479,0.021413763917732913,-0.4548728329112563,-0.06410905903901233,0.19361117238965628,-0.5796556241067088,-0.09939951422222447,0.13058001678670045,-0.7168558134855363,-0.14790169799881356,0.09585448312272603,-0.5059997588028681,-0.1058814972927541,0.12029283915875016,-0.4327822362394527,-0.060915624357937424
a,0.0,0.0,0.0,-0.19652366993239342,-0.16844459438600806,-0.031807363444374036,-0.32429931911822096,-0.4517185513997096,-0.0329286270564189,-0.37861384109482227,-0.7120586113598842,-0.04138582758597801,-0.39568890693204517,-0.9178689007464045,-0.03077287723808798,-0.2366773287632752,-0.7450380728769892,0.07401442493633209,-0.27897981994495386,-0.935361172161117,0.018578249575753172,-0.26760685763616027,-0.7123697989716612,-0.01244596730143528,-0.24764385737344835,-0.652206650716632,-0.02600483064981347,-0.1506965695899565,-0.7727163841346852,0.06766524488024596,-0.19701186912090995,-0.9461537128798473,0.015064306976700456,-0.19315553648573516,-0.6828438900108439,0.0092265706898486,-0.15825679072660156,-0.6742081188168142,0.022627204350429333,-0.05239882836086245,-0.7639967056736744,0.043551519997503306,-0.09734452443933508,-0.9246813897065732,-0.002874702129316811,-0.1046793550344947,-0.6730316532626549,0.03794487909588012,-0.06782214311136384,-0.6504787405565018,0.08022190124086108,0.05308205525101087,-0.7239535373430066,0.012110459755126342,0.006340920040783654,-0.8304346308536238,0.0002515761259616687,-0.017790608363978933,-0.6640479062857393,0.03867900862561184,0.009536955399309379,-0.6320479928178513,0.07567945976548954
a,0.0,0.0,0.0,-0.19357771232669113,-0.17014660182780797,-0.03528760657515098,-0.3238636011703101,-0.4239343897784251,-0.04574981701643537,-0.38841733041529475,-0.6817339498088967,-0.06754703568716452,-0.3837714449882072,-0.895883234878507,-0.07158631115460669,-0.25908251384614583,-0.74058913028169,0.0767826986609625,-0.3124397862821431,-0.9499369828519852,0.0010528808270450028,-0.29006968015276463,-0.7093856186546711,-0.03838893221959766,-0.2648182714068759,-0.6265011198392374,-0.051890920668245,-0.16691693111405084,-0.7682114752135547,0.0641305783289045,-0.2251703848734179,-0.9556786703597503,-0.015184626921933899,-0.20346977628072363,-0.6679711292187887,-0.028720247252537842,-0.1713254231669764,-0.637004163830641,-0.012399098448273733,-0.06435360982361449,-0.7626168634251098,0.03092887818935961,-0.1239306798926106,-0.9515167598406785,-0.04123310343011987,-0.11558978582014613,-0.680735894107918,-0.0020547901229134922,-0.08511611382821209,-0.6374295560750906,0.04874188925930945,0.046150757682064794,-0.7315857764118797,-0.009025444262645803,-0.02284828141886534,-0.8466280521772058,-0.03264066515864908,-0.03508730111372097,-0.6688054923158984,0.0068240207317540125,-0.006536626231729485,-0.6280367806285598,0.049253159843856066
a,0.0,0.0,0.0,-0.2037004348330597,-0.14093951937383503,-0.03275665073060375,-0.34220764656687386,-0.38528998750625293,-0.04771885679987106,-0.40352221688711826,-0.6615731251336261,-0.07833901374108874,-0.3912693589129324,-0.8849184444025475,-0.09224865254082386,-0.26413884467544213,-0.7017352707156798,0.07095448677238612,-0.31434929429116315,-0.9490749151981159,-0.021007772855225832,-0.2986728543484195,-0.7006544957320668,-0.06368557356233988,-0.27032879729821097,-0.5956939486397452,-0.07506637317202144,-0.16778433130438014,-0.7396406900241341,0.049751599672979804,-0.22561965461449507,-0.971904276600438,-0.047335231888373026,-0.21071699513197764,-0.6681808930096035,-0.05927994929419863,-0.1739242217721146,-0.6252563788351511,-0.036765559252102835,-0.06404492241814434,-0.7544656367427318,0.006418659741761354,-0.12265111559807651,-0.9753749373688609,-0.08337902847565135,-0.1203671753041532,-0.6843292851871625,-0.04038033062815022,-0.08743733753508283,-0.6336281100284882,0.018257061579677537,0.049346440852816566,-0.7416549641166658,-0.04362272379595174,-0.018139381546818965,-0.8922978097959443,-0.07438599537713828,-0.034108044766623775,-0.699503357225317,-0.030127330228376596,-0.003596616568371393,-0.642175204293966,0.017409435120367966
a,0.0,0.0,0.0,-0.2071213449776397,-0.11642007363918,-0.0421264343608837,-0.344079138160678,-0.36857210527205836,-0.057108307395700324,-0.39232740367632396,-0.659999557494092,-0.08352686459802484,-0.38348568289249474,-0.8902888898877668,-0.09198730072225966,-0.2603240118160938,-0.7114675389341701,0.0666273132485442,-0.30722005007007896,-0.95131649297656,-0.024754212282293894,-0.2913303684563378,-0.6971654669196731,-0.06962906976231709,-0.2621386844679677,-0.590617636866543,-0.08345323129381492,-0.163941813710126,-0.7468738051065146,0.0514552272048282,-0.21614479252728794,-0.9688121782049011,-0.04533984403834991,-0.20477530662075472,-0.6519222950414021,-0.06084575570152142,-0.16884408593547326,-0.6033012645008674,-0.04020103507922749,-0.059297115494751466,-0.7538611649065818,0.01388236688531083,-0.10755446353250266,-0.9642700012677243,-0.07600795305389076,-0.10856758452766471,-0.6667735161865448,-0.03604009271420704,-0.07428205578887147,-0.6181169951184563,0.020997487814339834,0.05676209961910638,-0.7360999494731655,-0.03083272120770127,0.000530907762720154,-0.8736780254893876,-0.06335704921244532,-0.01770969692567686,-0.6766282053181057,-0.02138867274468186,0.012606998624294078,-0.6301923990665937,0.02546618886496924
a,0.0,0.0,0.0,-0.21310715557572227,-0.07695626214813253,-0.046786354194214,-0.3608670624781438,-0.3451286454713966,-0.057550356967662225,-0.40580241746386325,-0.6655996724970454,-0.07645441737309208,-0.39536142419556114,-0.9071707096839052,-0.07685993255467459,-0.2778236330128051,-0.6962074318554755,0.0587446049199313,-0.3193931169957216,-0.9471240265492884,-0.030726456821774065,-0.303073248952687,-0.6873609699566241,-0.07236596375953487,-0.27086607273330376,-0.5787114387666857,-0.08444332526499589,-0.1755912336852054,-0.7351168044889969,0.04748748738809793,-0.2269991669844431,-0.9644613175845996,-0.04766573297123708,-0.2165051312369705,-0.6370670062674514,-0.06074826496647626,-0.17487857230570678,-0.5828927991129933,-0.03797606577336771,-0.06881889444450796,-0.7416990349451279,0.01387501383582418,-0.11562671098293402,-0.9585134255489581,-0.07939589522863548,-0.1206862190399535,-0.6413061394894637,-0.04003576087987885,-0.08462198605305084,-0.5824099884765669,0.018079153755605915,0.05029357595175181,-0.7275394847160295,-0.026549058667235687,-0.0060015548946853545,-0.8657219671338373,-0.06535209431309243,-0.026397163610591464,-0.6543852206216574,-0.02585099317827269,0.003364009863182896,-0.6026084714877195,0.020696620047106214
a,0.0,0.0,0.0,-0.20816023726365382,-0.06816187086018262,-0.05217222721142271,-0.3534528562017866,-0.35359849073192934,-0.05863966544423585,-0.39213432352005884,-0.6836629631603417,-0.0711579575207055,-0.38136327653966634,-0.9223109989850018,-0.06248577804763203,-0.2761738647559567,-0.7037583798654309,0.060000472511018525,-0.31668650597404774,-0.9450927512539986,-0.027459373925095766,-0.29677079215072594,-0.6678495699479529,-0.06577423240211104,-0.26326825139303495,-0.5722001406548518,-0.07651886969607391,-0.16925264509799984,-0.7374118495592602,0.05304120602122937,-0.21969835926925016,-0.9468214899073788,-0.03742625626436893,-0.21063510350982,-0.6085039592979224,-0.04689159914001635,-0.17162285091259877,-0.5778332351732386,-0.023886697729181564,-0.06205504210096281,-0.7330871638965077,0.022517603080545692,-0.10459735907845077,-0.9335108161205248,-0.07140164406623607,-0.11380118515359297,-0.6045104425667274,-0.030291907508914747,-0.0785998306459758,-0.5550343719979078,0.028117238295823695,0.05701077760592449,-0.7162389061382627,-0.015191647764990771,0.004092652565201615,-0.8476238111003737,-0.05542898226913396,-0.02097306041202929,-0.6302337361147291,-0.015894389043426115,0.0056628659607973605,-0.5840906092159884,0.03043982083257811
a,0.0,0.0,0.0,-0.2003075580964759,-0.039761067693440184,-0.06170169967696265,-0.3579377676699097,-0.3365190896341183,-0.06976502314058519,-0.4020952962149898,-0.6731507281958603,-0.07955683494286457,-0.3890607786335889,-0.9188133001639608,-0.06643666134625403,-0.28426876424232106,-0.6926258067347768,0.04330237246860405,-0.3184934825978229,-0.9201524266996819,-0.04251181824727801,-0.2938411533882166,-0.6493025507889753,-0.07732541654181357,-0.2678185483313275,-0.5798439204625885,-0.08823364464868398,-0.1768822472871117,-0.7243150152083749,0.041033472960495594,-0.220443530991073,-0.9200003534097464,-0.048599153174556875,-0.20935599231299012,-0.5906988678189634,-0.054158836946657386,-0.1788724238206142,-0.5877509968856551,-0.03013454241581675,-0.06909798888663164,-0.7191393073101916,0.014865768083148469,-0.10571312304306023,-0.9045235534850544,-0.07810596759845184,-0.1130947752295964,-0.5847751356511559,-0.03630648877275397,-0.08455230841194189,-0.5683436534063138,0.020158369696111286,0.04991339237109905,-0.7071892853355668,-0.01925363768243919,0.0011475288834739453,-0.815190560401974,-0.06013059709190231,-0.022929125785101544,-0.5972358153254623,-0.023152119348039745,-0.0001614768556898676,-0.5708301618947939,0.019686375436583654
a,0.0,0.0,0.0,-0.19652542380167792,-0.02060110277601841,-0.07308403481625445,-0.36484516932243166,-0.32459991953612266,-0.08408791213511206,-0.4123036714371336,-0.6661256031463807,-0.09443671507486362,-0.39667635243725025,-0.9144473308331185,-0.0802119102706306,-0.296148054672317,-0.7034203969470687,0.03464901942101912,-0.3253720898643449,-0.9234630414290858,-0.053438551021548854,-0.29746948880099877,-0.6429551825371397,-0.0864205009078452,-0.274024727292217,-0.5865663057785153,-0.09648837905746767,-0.18655530369601142,-0.732623552839662,0.036021180880742534,-0.22537785111387176,-0.9165183099864539,-0.05680747509170207,-0.2133141265513012,-0.5788021163957012,-0.05961369931395898,-0.1895450447746454,-0.5966381306249822,-0.033288144656367806,-0.0775967887213491,-0.7242357489803525,0.011774069089470698,-0.1092775972301346,-0.8923828583423657,-0.08636511074545117,-0.1156647713526708,-0.5639028811196588,-0.043435147712079666,-0.09290808097299451,-0.5680430206720235,0.01396754702893305,0.040230990752548705,-0.712284277933558,-0.021342077583305478,-0.006208354199154797,-0.8032567678237674,-0.06693953253390307,-0.027753317709896707,-0.5765427142962478,-0.031091869245438296,-0.0071471224218210595,-0.561092178214923,0.011153486249059485
a,0.0,0.0,0.0,-0.20188474457172462,-0.010725288656944384,-0.07475876923032686,-0.37603223152077214,-0.30946437326833354,-0.08574640765640126,-0.42835004514101477,-0.6546896756613952,-0.09627264651173933,-0.4174956918993568,-0.904966922653253,-0.08205008317472161,-0.31209809970714925,-0.6939618548423254,0.03797526346801937,-0.34715903221461747,-0.9118338519120068,-0.05158200726401911,-0.3163297135954346,-0.6327484795875965,-0.08485224539676343,-0.29218243036994324,-0.5816916999064129,-0.09456897774308334,-0.2012806616469658,-0.7281316855891917,0.03962848817070677,-0.24471569731011125,-0.9093792414049704,-0.055364874352656225,-0.22981859637436267,-0.5722529403191395,-0.058601830568269404,-0.20642634458065376,-0.5960417027844082,-0.031574333367298806,-0.0908590120166817,-0.7247544835851599,0.01486173601608486,-0.12698799549154982,-0.8853119825554514,-0.08533179580322772,-0.13013870251088008,-0.5564349090422145,-0.042914696564271215,-0.10744471395444616,-0.5666248721804702,0.014937691011701896,0.028106900904469972,-0.7175244834437228,-0.019066511666393095,-0.021513990131671917,-0.7959180377468916,-0.0653097808955381,-0.039188976941652104,-0.5701293331650645,-0.030216078929734446,-0.01655970123799005,-0.5626269034693244,0.0117800516009344
